# emapper version: emapper-1.0.3 emapper DB: 4.5.1
# command: ./emapper.py  -i ../Mcavernosa.proteins.fasta --output Mcavernosa_euk -d euk --usemem --cpu 60
# time: Tue Jul 10 03:58:24 2018
#query_name	eggNOG annot
Mcavernosa28863	Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain. Minor subunit located with subunit a in the membrane
Mcavernosa28862	rRNA 2'-O-methyltransferase fibrillarin
Mcavernosa28859	NA
Mcavernosa28867	FA58C
Mcavernosa28868	Cell adhesion molecule
Mcavernosa28877	diencephalon mesencephalon homeobox 1
Mcavernosa28889	Inherit from KOG: transposon protein
Mcavernosa28893	Inherit from opiNOG: Hsp70 family
Mcavernosa28894	Inherit from opiNOG: Hsp70 family
Mcavernosa28897	NA
Mcavernosa28904	sidekick cell adhesion molecule 2
Mcavernosa28902	down syndrome cell adhesion molecule
Mcavernosa28903	Fibronectin type III domain
Mcavernosa28905	sidekick cell adhesion molecule 2
Mcavernosa28914	complement component 1, q subcomponent binding protein
Mcavernosa28910	NA
Mcavernosa28912	NA
Mcavernosa28911	protein phosphatase 1, catalytic subunit, alpha isozyme
Mcavernosa28909	collagen, type
Mcavernosa28907	collagen, type
Mcavernosa28919	NA
Mcavernosa28918	Centrosomal protein
Mcavernosa28927	DNA helicase
Mcavernosa28928	NA
Mcavernosa28934	protein kinase c
Mcavernosa28936	DyNactin
Mcavernosa28933	capping protein
Mcavernosa28935	protein kinase c
Mcavernosa28942	Melatonin receptor
Mcavernosa28950	May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity (By similarity)
Mcavernosa28951	NA
Mcavernosa28954	PTK7 protein tyrosine kinase 7
Mcavernosa28963	cylindromatosis (turban tumor syndrome)
Mcavernosa28979	importin
Mcavernosa28973	NA
Mcavernosa28975	NA
Mcavernosa28977	NA
Mcavernosa28985	solute carrier family 12
Mcavernosa28987	stimulated by retinoic acid 6 homolog (mouse)
Mcavernosa28981	cysteine desulfurase
Mcavernosa28983	solute carrier family 12
Mcavernosa28984	solute carrier family 12
Mcavernosa28992	Pituitary tumor-transforming 1 interacting protein
Mcavernosa28998	Solute carrier organic anion transporter family member
Mcavernosa29000	Fibroblast growth factor receptor
Mcavernosa28999	Maternal embryonic leucine zipper kinase
Mcavernosa29004	Carboxylesterase
Mcavernosa29011	Carboxylesterase
Mcavernosa29010	Carboxylesterase
Mcavernosa29003	ACEtylcholinesterase
Mcavernosa29014	Helicase with zinc finger
Mcavernosa29012	histone h2a
Mcavernosa29019	Unc-45 homolog
Mcavernosa29016	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member
Mcavernosa29017	polymerase (DNA-directed), delta 3, accessory subunit
Mcavernosa29015	deaminase
Mcavernosa29022	tetratricopeptide repeat domain 28
Mcavernosa29026	Dynamin family
Mcavernosa29035	Histone H1
Mcavernosa29032	de-etiolated homolog 1 (Arabidopsis)
Mcavernosa29031	Cation channel, sperm associated 2
Mcavernosa29034	de-etiolated homolog 1 (Arabidopsis)
Mcavernosa29033	de-etiolated homolog 1 (Arabidopsis)
Mcavernosa29037	Inherit from KOG: kelch-like
Mcavernosa29038	influenza virus NS1A binding protein
Mcavernosa29041	NA
Mcavernosa29043	NA
Mcavernosa29052	sterol carrier protein
Mcavernosa29051	sterol carrier protein
Mcavernosa29049	NA
Mcavernosa29054	phosphoglycerate mutase
Mcavernosa29055	Bacterial protein of unknown function (DUF924)
Mcavernosa29064	NA
Mcavernosa29071	Helicase with zinc finger
Mcavernosa29076	Carbonic AnHydrase
Mcavernosa29074	NA
Mcavernosa29073	NA
Mcavernosa29077	sec1 family domain containing 2
Mcavernosa29080	Elongation factor
Mcavernosa29083	williams Beuren syndrome chromosome region
Mcavernosa29089	tetratricopeptide repeat domain 24
Mcavernosa29085	protein Hydra magnipapillata
Mcavernosa29084	williams Beuren syndrome chromosome region
Mcavernosa29088	signal sequence receptor, beta (translocon-associated protein beta)
Mcavernosa29091	guanine nucleotide binding protein (G protein), beta 5
Mcavernosa29093	NA
Mcavernosa29090	NA
Mcavernosa29095	Ankyrin Repeat Protein
Mcavernosa29096	G2F domain
Mcavernosa29097	Dehydrogenase reductase SDR family member
Mcavernosa29099	Zinc finger, NFX1-type containing 1
Mcavernosa29100	Zinc finger, NFX1-type containing 1
Mcavernosa29104	NA
Mcavernosa29108	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa29111	TNF receptor-associated factor
Mcavernosa29113	ring finger and CHY zinc finger
Mcavernosa29115	WD40
Mcavernosa29118	Immunoglobulin domain
Mcavernosa29121	Calcium-binding EGF domain
Mcavernosa29122	NA
Mcavernosa29130	NA
Mcavernosa29131	ZnF_C2H2
Mcavernosa29135	Cadherin-related 23
Mcavernosa29137	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Mcavernosa29142	Sorting and assembly machinery component 50
Mcavernosa29139	Sushi domain (SCR repeat)
Mcavernosa29141	Sorting and assembly machinery component 50
Mcavernosa29145	mitochondrial carrier
Mcavernosa29147	tripartite motif containing 71, E3 ubiquitin protein ligase
Mcavernosa29144	NA
Mcavernosa29148	DNA helicase
Mcavernosa29153	guanine nucleotide exchange factor
Mcavernosa29151	Thrombospondin type 1 domain
Mcavernosa29152	Thrombospondin type 1 domain
Mcavernosa29157	NA
Mcavernosa29161	FA58C
Mcavernosa29169	Hermansky-Pudlak syndrome 5
Mcavernosa29170	Hermansky-Pudlak syndrome 5
Mcavernosa29168	angiopoietin-related protein 1-like
Mcavernosa29185	TNF receptor-associated factor
Mcavernosa29188	TNF receptor-associated factor
Mcavernosa29189	TNF receptor-associated factor
Mcavernosa29186	TNF receptor-associated factor
Mcavernosa29195	NA
Mcavernosa29194	NA
Mcavernosa29201	Solute carrier family 26 member 11
Mcavernosa29200	SEC14-like 1 (S. cerevisiae)
Mcavernosa29202	NA
Mcavernosa29213	NIPA-like domain containing
Mcavernosa29212	NIPA-like domain containing
Mcavernosa29210	TNF receptor-associated factor
Mcavernosa29211	TNF receptor-associated factor
Mcavernosa29218	BPI fold containing family B, member
Mcavernosa29222	adenylate kinase 8
Mcavernosa29220	Ankyrin repeat domain 39
Mcavernosa29223	RD RNA binding protein
Mcavernosa29236	NA
Mcavernosa29234	NA
Mcavernosa29229	Guanylate binding protein
Mcavernosa29230	Guanylate binding protein
Mcavernosa29242	collagen, type
Mcavernosa29244	Calcium channel, voltage-dependent
Mcavernosa29241	collagen, type VIII, alpha
Mcavernosa29238	NA
Mcavernosa29254	Inherit from KOG: heavy chain
Mcavernosa29259	molecule
Mcavernosa29260	immunoglobulin superfamily member
Mcavernosa29256	to conserved
Mcavernosa29258	Calcium-binding EGF domain
Mcavernosa29253	Inherit from KOG: heavy chain
Mcavernosa29252	Solute carrier family 35 (UDP-glucuronic acid UDP-N-acetylgalactosamine dual transporter), member D1
Mcavernosa29261	PTK7 protein tyrosine kinase 7
Mcavernosa29270	HAUS augmin-like complex subunit 3
Mcavernosa29273	collagen, type
Mcavernosa29265	DNA helicase which participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes. The SWR1 complex mediates the ATP-dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. The INO80 complex remodels chromatin by shifting nucleosomes and is involved in DNA repair. Also involved in pre-rRNA processing (By similarity)
Mcavernosa29269	cysteine and histidine-rich domain (CHORD) containing 1
Mcavernosa29267	NA
Mcavernosa29268	NA
Mcavernosa29280	Growth factor receptor
Mcavernosa29279	Cytochrome c oxidase biogenesis protein Cmc1 like
Mcavernosa29283	Fibroblast growth factor receptor
Mcavernosa29285	NADPH oxidase 4
Mcavernosa29286	von Hippel-Lindau
Mcavernosa29294	NA
Mcavernosa29299	mindbomb E3 ubiquitin protein ligase 1
Mcavernosa29293	NA
Mcavernosa29295	NA
Mcavernosa29297	Ataxin 3
Mcavernosa29298	membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase
Mcavernosa29292	NA
Mcavernosa29307	to reverse transcriptase
Mcavernosa29313	N-deacetylase N-sulfotransferase (Heparan glucosaminyl)
Mcavernosa29329	N-acylsphingosine amidohydrolase (acid ceramidase) 1
Mcavernosa29334	NA
Mcavernosa29336	Filamin C, gamma
Mcavernosa29349	aminopeptidase
Mcavernosa29351	aminopeptidase
Mcavernosa29347	ANX
Mcavernosa29354	NA
Mcavernosa29364	NA
Mcavernosa29370	aldehyde oxidase
Mcavernosa29373	immunoglobulin superfamily DCC subclass member 3
Mcavernosa29372	Hydra magnipapillata
Mcavernosa29375	aldehyde oxidase
Mcavernosa29377	Alanine-glyoxylate aminotransferase
Mcavernosa29381	BTB (Broad complex Tramtrack Bric a brac) domain protein family member
Mcavernosa29394	Bacterial protein of unknown function (DUF885)
Mcavernosa29392	Neuronal pentraxin
Mcavernosa29386	Chromosome 14 open reading frame 159
Mcavernosa29396	suppression of tumorigenicity 14 (colon carcinoma
Mcavernosa29395	Bacterial protein of unknown function (DUF885)
Mcavernosa29393	Bacterial protein of unknown function (DUF885)
Mcavernosa29397	Arylsulfatase
Mcavernosa29405	kelch-like
Mcavernosa29398	Arylsulfatase
Mcavernosa29401	protein Hydra magnipapillata
Mcavernosa29408	NA
Mcavernosa29407	Inherit from opiNOG: Conserved hypothetical protein
Mcavernosa29414	BTB (Broad complex Tramtrack Bric a brac) domain protein family member
Mcavernosa29412	BTB (Broad complex Tramtrack Bric a brac) domain protein family member
Mcavernosa29417	dynein, axonemal, heavy chain 10
Mcavernosa29418	dynein, axonemal, heavy chain 10
Mcavernosa29416	Ankyrin repeat domain 39
Mcavernosa29422	HMG box domain containing 3
Mcavernosa29420	ATP-binding cassette, sub-family C (CFTR MRP), member
Mcavernosa29423	Inherit from opiNOG: to reverse transcriptase
Mcavernosa29427	Protein disulfide isomerase
Mcavernosa29424	Ribosome biogenesis protein
Mcavernosa29435	NA
Mcavernosa29436	NA
Mcavernosa29431	NA
Mcavernosa33870	Golgi reassembly stacking protein
Mcavernosa33878	FAD dependent oxidoreductase
Mcavernosa33874	NA
Mcavernosa33881	FAD dependent oxidoreductase
Mcavernosa33884	MYB binding protein (P160) 1a
Mcavernosa33890	Electron transfer flavoprotein
Mcavernosa33902	Zinc finger protein 846
Mcavernosa33903	coiled-coil domain containing 160
Mcavernosa33904	Sushi-repeat containing protein, X-linked
Mcavernosa33910	cytochrome P450
Mcavernosa33912	NA
Mcavernosa33914	protein Hydra magnipapillata
Mcavernosa33913	NA
Mcavernosa33916	Polyamine oxidase
Mcavernosa33915	Polyamine oxidase
Mcavernosa33918	solute carrier family 15
Mcavernosa33917	Low density lipoprotein receptor-related protein
Mcavernosa33924	X-ray radiation resistance associated 1
Mcavernosa33925	glutathione peroxidase
Mcavernosa33927	NA
Mcavernosa33919	NA
Mcavernosa33926	NA
Mcavernosa33928	centrosomal protein 104kDa
Mcavernosa33929	centrosomal protein 104kDa
Mcavernosa33923	X-ray radiation resistance associated 1
Mcavernosa33920	protein kinase-like protein SgK196-like
Mcavernosa33934	isocitrate dehydrogenase nadp
Mcavernosa33935	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)
Mcavernosa33940	Spastic paraplegia 21 (Autosomal recessive, Mast syndrome)
Mcavernosa33937	FA58C
Mcavernosa33943	kelch-like
Mcavernosa33950	coiled-coil and C2 domain containing
Mcavernosa33945	Pao retrotransposon peptidase 
Mcavernosa33946	Inherit from KOG: Retrotransposon protein
Mcavernosa33951	kiaa0196
Mcavernosa33952	solute carrier family 16, member
Mcavernosa33956	Nucleolar protein 9
Mcavernosa33957	Signal peptide, CUB domain, EGF-like
Mcavernosa33963	solute carrier family 22
Mcavernosa33975	Haloacid dehalogenase-like hydrolase
Mcavernosa33974	dpy-30 homolog (C. elegans)
Mcavernosa33969	NA
Mcavernosa33976	Torsin family 1 member
Mcavernosa33970	Phosphodiesterase responsible for the U6 snRNA 3' end processing. Acts as an exoribonuclease (RNase) responsible for trimming the poly(U) tract of the last nucleotides in the pre-U6 snRNA molecule, leading to the formation of mature U6 snRNA
Mcavernosa33973	sorting nexin
Mcavernosa33984	NA
Mcavernosa33985	acid-sensing (proton-gated) ion channel
Mcavernosa33988	Glutamate receptor, ionotropic, N-methyl D-aspartate 1
Mcavernosa33992	RNA pseudouridylate synthase domain containing
Mcavernosa33990	Phosphatidylinositol glycan anchor biosynthesis, class L
Mcavernosa33993	meiotic nuclear divisions 1 homolog (S. cerevisiae)
Mcavernosa33989	NA
Mcavernosa33996	Leucine rich repeat containing 15
Mcavernosa33995	NA
Mcavernosa34000	NA
Mcavernosa34004	whole genome shotgun sequence
Mcavernosa34001	Nucleolar protein
Mcavernosa34010	NA
Mcavernosa34016	NA
Mcavernosa34022	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)
Mcavernosa34021	Solute carrier family 24 (Sodium potassium calcium exchanger), member
Mcavernosa34023	amyloid beta (A4) precursor-like protein 1
Mcavernosa34025	Pao retrotransposon peptidase 
Mcavernosa34026	Glutaminase
Mcavernosa34030	Fibrinogen beta and gamma chains, C-terminal globular domain
Mcavernosa34028	K04657 chordin
Mcavernosa34032	NA
Mcavernosa34038	presenilin
Mcavernosa34039	Solute carrier family 35
Mcavernosa34033	associated kinase
Mcavernosa34035	Lipoxygenase
Mcavernosa34046	Transmembrane protein 98
Mcavernosa34048	solute carrier family 22
Mcavernosa34051	cadherin-like and PC-esterase domain containing 1
Mcavernosa34049	Low density lipoprotein receptor-related protein
Mcavernosa34047	CUB and sushi multiple domains
Mcavernosa34055	Dehydrogenase
Mcavernosa34057	Inherit from opiNOG: Hsp70 family
Mcavernosa34054	NA
Mcavernosa34058	Bacterial protein of unknown function (DUF885)
Mcavernosa34061	Inherit from opiNOG: Hsp70 family
Mcavernosa34059	Bacterial protein of unknown function (DUF885)
Mcavernosa34069	NA
Mcavernosa34067	STYKc
Mcavernosa34076	Inherit from KOG: transposable element
Mcavernosa34078	NA
Mcavernosa34079	NA
Mcavernosa34082	NA
Mcavernosa34099	Ankyrin repeat
Mcavernosa34097	Ankyrin Repeat Protein
Mcavernosa34098	Ankyrin Repeat Protein
Mcavernosa34093	carnitine
Mcavernosa34104	HAUS augmin-like complex subunit 3
Mcavernosa34102	Transmembrane protein 180
Mcavernosa34105	Zona pellucida-like domain
Mcavernosa34114	immunoglobulin superfamily member
Mcavernosa34109	NA
Mcavernosa34101	NA
Mcavernosa34116	NA
Mcavernosa34117	solute carrier family 46 (folate transporter), member 1
Mcavernosa34122	NA
Mcavernosa34121	NA
Mcavernosa34125	PTK7 protein tyrosine kinase 7
Mcavernosa34127	Cytochrome P450, family 46, subfamily a, polypeptide 1
Mcavernosa34131	Dehydrogenase
Mcavernosa34139	NA
Mcavernosa34148	deltex 3-like (Drosophila)
Mcavernosa34147	family member
Mcavernosa34145	cytochrome P450, family 1, subfamily
Mcavernosa34138	NA
Mcavernosa34152	NA
Mcavernosa34150	F5/8 type C domain
Mcavernosa34149	deltex 3-like (Drosophila)
Mcavernosa34158	cytochrome P450
Mcavernosa34160	Growth factor receptor
Mcavernosa34166	NA
Mcavernosa34167	FBG
Mcavernosa34173	Coronin, actin binding protein
Mcavernosa34180	FYVE, RhoGEF and PH domain containing
Mcavernosa34179	FYVE, RhoGEF and PH domain containing
Mcavernosa34176	NA
Mcavernosa34184	UPF0676 protein C1494.01-like
Mcavernosa34187	Prefoldin, subunit
Mcavernosa34197	Inherit from KOG: Retrotransposon protein
Mcavernosa34202	CPSase_sm_chain
Mcavernosa34209	Ankyrin Repeat Protein
Mcavernosa34219	NA
Mcavernosa34221	Feline leukemia virus subgroup C cellular receptor
Mcavernosa34222	Reverse transcriptase (RNA-dependent DNA polymerase)
Mcavernosa34220	to reverse transcriptase
Mcavernosa34237	tetratricopeptide repeat domain
Mcavernosa34238	Coiled-coil domain containing 132
Mcavernosa34235	solute carrier family 22
Mcavernosa34241	Aldehyde dehydrogenase 16 family, member A1
Mcavernosa34243	placenta-specific gene 8 protein-like
Mcavernosa34242	Calcium channel, voltage-dependent
Mcavernosa34249	to transposase domain-containing protein
Mcavernosa34254	sterile alpha motif domain containing
Mcavernosa34256	NA
Mcavernosa34262	adenosylhomocysteinase
Mcavernosa34258	cubilin (intrinsic factor-cobalamin receptor)
Mcavernosa34261	adenosylhomocysteinase
Mcavernosa34260	Metallophosphoesterase 1
Mcavernosa34265	tripartite motif containing 45
Mcavernosa34273	ubiquitin carboxyl-terminal hydrolase
Mcavernosa34274	protein Hydra magnipapillata
Mcavernosa34280	NA
Mcavernosa34282	Sushi-repeat containing protein, X-linked
Mcavernosa34285	Retinoblastoma binding protein 8
Mcavernosa34286	C1q and tumor necrosis factor related protein
Mcavernosa34290	solute carrier family 22
Mcavernosa34294	chromosome 19 open reading frame 55
Mcavernosa34295	Gamma-aminobutyric acid (GABA) A receptor
Mcavernosa34288	mannan-binding lectin serine peptidase 1 (C4 C2 activating component of Ra-reactive factor)
Mcavernosa34296	Gamma-aminobutyric acid (GABA) A receptor
Mcavernosa34299	tyrosine kinase, non-receptor
Mcavernosa34300	tyrosine kinase, non-receptor
Mcavernosa34297	pogo transposable element with KRAB domain
Mcavernosa34306	ATP-binding cassette, subfamily C (CFTR MRP), member 10
Mcavernosa34303	SEA domain
Mcavernosa34307	ATP-binding cassette, subfamily C (CFTR MRP), member 10
